City_ID,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
382,los llanos de aridane,28.66,-17.92,75.2,69,75,16.11,ES,1597445020
383,santiago de cuba,20.02,-75.82,84.2,83,20,9.17,CU,1597445021
384,kenscoff,18.45,-72.29,89.6,66,45,11.41,HT,1597445023
385,bodden town,19.28,-81.25,88.0,79,20,9.17,KY,1597445026
386,fuling,29.7,107.39,77.02,80,91,3.89,CN,1597445027
387,raudeberg,61.99,5.14,53.01,93,39,11.56,NO,1597445029
388,unai,-16.36,-46.91,73.2,40,0,3.6,BR,1597445030
389,feltre,46.02,11.91,62.01,98,100,5.14,IT,1597445031
390,salalah,17.02,54.09,78.8,88,75,5.82,OM,1597444610
391,la victoria,10.22,-67.33,77.0,65,70,2.77,VE,1597445034
392,filadelfia,39.95,-75.16,84.99,48,75,13.87,US,1597444396
393,nemuro,43.32,145.57,58.69,95,99,14.05,JP,1597445037
394,west plains,36.73,-91.85,89.6,52,40,5.82,US,1597445038
395,ankang,32.68,109.02,77.34,84,90,0.58,CN,1597445039
396,kitimat,54.05,-128.65,57.99,95,100,4.12,CA,1597444809
397,chiheru de jos,46.68,24.88,64.4,72,4,3.36,RO,1597445043
398,brae,60.4,-1.35,51.8,93,2,9.17,GB,1597445044
399,ormara,25.21,64.64,83.07,83,94,7.74,PK,1597445046
400,juneau,58.3,-134.42,53.6,93,90,4.7,US,1597445047
401,maumee,41.56,-83.65,78.8,83,90,13.87,US,1597445048
402,cairns,-16.92,145.77,69.8,77,34,2.24,AU,1597445050
403,sobolevo,54.43,31.9,49.44,86,31,3.78,RU,1597445051
404,taber,49.82,-112.15,75.2,25,20,5.82,CA,1597445052
405,havelock,34.88,-76.9,84.2,83,75,8.05,US,1597445053
406,ndele,8.41,20.65,72.12,94,100,1.43,CF,1597445055
407,salamiyah,35.01,37.05,70.32,69,0,7.83,SY,1597445056
408,isaka,-3.9,32.93,64.99,52,11,1.03,TZ,1597445057
409,mount gambier,-37.83,140.77,48.2,93,75,1.12,AU,1597445059
410,umm lajj,25.02,37.27,83.1,71,94,4.52,SA,1597445060
411,puerto baquerizo moreno,-0.9,-89.6,66.56,90,100,13.09,EC,1597445061
412,paray-le-monial,46.45,4.12,64.4,82,2,2.24,FR,1597445062
413,luderitz,-26.65,15.16,56.91,73,0,18.1,NA,1597444605
414,itupiranga,-5.13,-49.33,89.6,40,85,4.7,BR,1597445065
415,pakokku,21.33,95.1,78.8,82,100,15.21,MM,1597445066
416,nueva loja,0.08,-76.88,71.6,100,90,2.24,EC,1597445069
417,khandbari,27.37,87.2,74.14,72,99,0.34,NP,1597444637
418,rawah,34.48,41.91,81.09,21,0,13.47,IQ,1597445072
419,nuevo progreso,23.17,-97.95,90.0,54,0,5.01,MX,1597445073
420,ak-dovurak,51.18,90.6,53.42,76,95,0.83,RU,1597445076
421,choix,26.71,-108.32,91.51,59,81,4.21,MX,1597445077
422,urumqi,43.8,87.6,64.4,68,8,8.95,CN,1597445043
423,kavieng,-2.57,150.8,83.88,68,100,3.2,PG,1597444592
424,makakilo city,21.35,-158.09,87.8,58,75,10.29,US,1597445081
425,kachiry,53.07,76.1,52.23,86,10,4.47,KZ,1597445082
426,key biscayne,25.69,-80.16,89.01,66,40,8.05,US,1597444933
427,witu,-2.39,40.44,73.92,72,72,11.21,KE,1597445085
428,udupi,13.35,74.75,78.8,88,75,6.93,IN,1597445086
429,mogadishu,2.04,45.34,75.52,83,80,20.27,SO,1597445087
430,siauliai,55.93,23.32,59.0,82,2,1.7,LT,1597445088
431,shenzhen,22.55,114.07,82.99,83,40,6.71,CN,1597444820
432,dodge city,37.75,-100.02,91.4,52,1,11.41,US,1597445091
433,taos,36.41,-105.57,87.8,19,1,6.93,US,1597445092
434,bouca,6.51,18.27,70.72,94,50,1.34,CF,1597445094
435,roanoke,37.27,-79.94,75.0,88,90,8.05,US,1597444914
436,leshukonskoye,64.9,45.76,43.83,80,95,4.07,RU,1597445097
437,cheremnoye,53.17,83.21,59.0,87,75,4.47,RU,1597445098
438,xucheng,20.35,110.13,75.2,94,0,2.24,CN,1597445099
439,antalaha,-14.9,50.28,69.93,82,94,7.83,MG,1597445101
440,amberley,39.2,-84.43,82.4,65,20,6.76,US,1597445100
441,bonavista,48.65,-53.11,55.99,86,96,5.99,CA,1597445103
442,albion,42.24,-84.75,80.6,65,1,8.05,US,1597444872
443,verkhniy fiagdon,42.83,44.31,60.8,87,92,4.47,RU,1597445106
444,luwingu,-10.26,29.93,54.12,53,32,6.24,ZM,1597445107
445,hambantota,6.12,81.12,75.2,100,100,3.36,LK,1597444649
446,napier,-39.48,176.92,48.31,57,6,3.09,NZ,1597445110
447,kaeo,-35.1,173.78,54.0,3,58,1.99,NZ,1597444670
448,pangai,-19.8,-174.35,75.2,69,40,10.29,TO,1597445113
449,asheville,35.6,-82.55,79.0,88,19,1.81,US,1597444853
450,kitim,32.44,35.9,77.0,36,0,11.41,JO,1597445115
451,huazhou,21.63,110.58,78.24,93,22,3.22,CN,1597444991
452,vanavara,60.34,102.28,46.72,69,0,7.96,RU,1597445118
453,nago,26.59,127.98,82.4,83,1,4.7,JP,1597445119
454,kualakapuas,-3.01,114.39,77.0,94,40,2.24,ID,1597445121
455,yumen,40.28,97.2,63.82,51,14,3.71,CN,1597444617
456,anjozorobe,-18.4,47.87,50.0,76,20,3.36,MG,1597445124
457,lata,40.16,-8.33,64.99,93,0,1.61,PT,1597444658
458,dunedin,-45.87,170.5,45.0,68,0,11.01,NZ,1597444673
459,kikwit,-5.04,18.82,79.63,43,13,0.29,CD,1597445128
460,saint-pierre,-21.34,55.48,68.0,68,75,5.82,RE,1597445129
461,leh,34.17,77.58,61.77,42,1,6.02,IN,1597445130
462,shasta lake,40.68,-122.37,108.0,12,60,4.0,US,1597445131
463,krasnoselkup,65.7,82.47,59.5,96,100,4.83,RU,1597445133
464,seddon,-37.81,144.89,52.0,100,0,3.36,AU,1597445134
465,tura,25.52,90.22,74.84,96,100,6.04,IN,1597444624
466,sindi,20.8,78.87,74.8,92,100,11.1,IN,1597445138
467,luan,46.36,6.98,66.2,77,16,2.95,CH,1597445139
468,presidente medici,-11.18,-61.9,88.07,29,34,3.09,BR,1597445141
469,mexico,15.06,120.72,78.8,94,75,5.82,PH,1597445142
470,port hardy,50.7,-127.42,64.4,77,75,12.75,CA,1597445143
471,saint-denis,48.92,2.33,68.0,88,75,1.12,FR,1597445145
472,benghazi,32.12,20.07,79.3,81,0,12.24,LY,1597445146
473,mutoko,-17.4,32.23,48.33,95,0,3.18,ZW,1597445147
474,karratha,-20.74,116.85,62.58,48,0,8.52,AU,1597444561
475,pangnirtung,66.15,-65.71,51.8,71,40,13.87,CA,1597444624
476,geraldton,-28.77,114.6,50.0,76,0,11.41,AU,1597444596
477,olinda,-8.01,-34.86,77.0,73,40,8.05,BR,1597444896
478,port keats,-14.25,129.55,75.38,84,23,3.89,AU,1597445153
479,solnechnyy,50.72,136.63,57.29,95,100,3.44,RU,1597445155
480,mayma,52.02,85.91,59.32,89,100,1.83,RU,1597445156
481,manguito,22.59,-80.91,84.2,80,41,7.67,CU,1597445159
482,sibolga,1.74,98.78,75.9,76,96,3.31,ID,1597445160
483,martapura,-3.42,114.85,75.2,100,90,1.12,ID,1597445140
484,letnyaya stavka,45.43,43.45,61.0,53,14,4.0,RU,1597445164
485,akdepe,42.06,59.38,73.4,43,0,6.93,TM,1597445165
486,carauari,-4.88,-66.9,84.13,61,95,1.3,BR,1597445166
487,xochihuehuetlan,17.92,-98.43,84.02,44,68,4.83,MX,1597445168
488,ixtapa,20.7,-105.2,89.6,62,75,6.93,MX,1597444607
489,inta,66.03,60.17,36.14,90,1,0.96,RU,1597444599
490,waingapu,-9.66,120.26,75.31,79,0,8.7,ID,1597445171
491,vega de alatorre,20.03,-96.63,84.02,68,42,5.12,MX,1597445173
492,lerwick,60.15,-1.15,51.8,93,1,9.17,GB,1597445176
493,nhulunbuy,-12.23,136.77,77.0,78,83,4.7,AU,1597445178
494,auki,-8.77,160.7,84.85,65,9,3.78,SB,1597445179
495,anadyr,64.75,177.48,55.4,71,87,8.95,RU,1597444644
496,kashmor,28.43,69.58,93.63,55,5,10.13,PK,1597445182
497,marsh harbour,26.54,-77.06,84.74,61,0,6.67,BS,1597445184
498,ios,36.73,25.28,80.01,65,0,17.22,GR,1597445185
499,ntcheu,-14.82,34.64,55.04,87,16,2.15,MW,1597445186
500,chancay,-11.57,-77.27,62.6,72,90,4.7,PE,1597445188
501,northam,51.03,-4.22,66.0,92,91,1.99,GB,1597445116
502,zhezkazgan,47.8,67.71,64.65,53,46,6.55,KZ,1597445191
503,mukhen,48.1,136.1,63.09,93,100,5.26,RU,1597445192
504,pyu,18.48,96.43,74.32,97,100,8.32,MM,1597445193
505,miles city,46.41,-105.84,80.6,15,1,18.34,US,1597445194
506,kalmunai,7.42,81.82,78.69,79,100,4.54,LK,1597445196
507,hovd,48.01,91.64,61.88,56,100,7.4,MN,1597445197
508,williams lake,52.14,-122.14,64.4,55,90,5.82,CA,1597444925
509,vaitape,-16.52,-151.75,79.65,78,8,15.84,PF,1597445200
510,ellensburg,47.0,-120.55,88.0,18,1,5.82,US,1597445201
511,tomelloso,39.15,-3.02,70.0,31,0,1.99,ES,1597445203
512,tambopata,-12.73,-69.18,83.82,60,73,2.48,PE,1597445204
513,plettenberg bay,-34.05,23.37,53.24,71,0,5.46,ZA,1597445206
514,north bend,43.41,-124.22,89.01,56,1,26.4,US,1597445209
515,padang,-0.95,100.35,77.95,71,98,4.68,ID,1597444627
516,langres,47.83,5.33,66.2,88,2,2.24,FR,1597445212
517,conde,-7.26,-34.91,73.4,88,20,6.93,BR,1597445006
518,kamaishi,39.27,141.88,79.77,76,64,6.02,JP,1597445215
519,zhigansk,66.77,123.37,44.08,73,56,19.89,RU,1597445216
520,illescas,40.12,-3.85,81.0,49,0,8.05,ES,1597445217
521,mattru,7.62,-11.83,74.79,87,100,3.58,SL,1597445219
522,anchorage,61.22,-149.9,64.0,59,75,5.82,US,1597445104
523,soe,-9.86,124.28,64.99,80,1,3.18,ID,1597445221
524,naze,28.37,129.48,84.2,83,20,2.24,JP,1597445222
525,tabas,33.6,56.92,91.4,17,0,4.7,IR,1597445224
526,colares,38.8,-9.45,66.99,77,20,6.93,PT,1597445225
527,itapirapua,-15.82,-50.61,79.54,30,0,3.22,BR,1597445226
528,sistranda,63.73,8.83,57.2,87,40,10.29,NO,1597445228
529,kieta,-6.22,155.63,83.68,68,100,3.49,PG,1597445230
530,dakar,14.69,-17.44,82.4,83,40,11.56,SN,1597444968
531,omsukchan,62.53,155.8,52.12,77,100,3.24,RU,1597444676
532,rio de jesus,7.98,-81.16,76.33,93,100,3.4,PA,1597445233
533,aksarka,66.56,67.8,43.11,82,60,4.97,RU,1597445235
534,broome,42.25,-75.83,80.01,54,75,5.82,US,1597445236
535,suntar,62.14,117.63,46.9,71,6,4.18,RU,1597445237
536,cernay,47.81,7.18,69.01,94,23,3.02,FR,1597445239
537,alta floresta,-9.88,-56.09,84.02,25,22,3.62,BR,1597445241
538,zapolyarnyy,69.42,30.81,53.6,87,90,14.99,RU,1597445242
539,giovinazzo,41.19,16.67,82.0,50,0,5.82,IT,1597445245
540,nagato,34.38,131.2,84.2,79,20,8.05,JP,1597445246
541,hami,42.8,93.45,69.89,51,67,12.53,CN,1597445247
542,dubrovytsya,51.57,26.57,54.36,81,87,5.61,UA,1597445249
543,ponta delgada,37.73,-25.67,71.6,83,20,8.05,PT,1597445161
544,honningsvag,70.98,25.97,52.05,94,100,9.13,NO,1597445251
545,ust-kut,56.79,105.77,49.57,64,0,3.36,RU,1597445253
546,chernyanka,50.94,37.81,49.5,84,0,6.13,RU,1597445155
547,cam ranh,11.92,109.16,78.8,88,20,3.36,VN,1597445131
548,yashkul,46.17,45.34,64.89,47,6,8.68,RU,1597445258
549,yar-sale,66.83,70.83,45.59,79,30,8.23,RU,1597444385
550,bathsheba,13.22,-59.52,82.4,74,20,10.29,BB,1597445260
551,rio gallegos,-51.62,-69.22,35.6,69,100,2.24,AR,1597445262
552,sri aman,1.24,111.46,75.2,94,51,0.43,MY,1597445263
553,tartagal,-22.52,-63.8,68.5,35,0,4.36,AR,1597445265
554,moron,-34.65,-58.62,61.0,70,52,1.74,AR,1597445267
555,whitefish bay,43.11,-87.9,84.0,37,5,8.05,US,1597445268
556,praia,14.92,-23.51,77.0,94,90,1.12,CV,1597445270
557,lae,-6.72,146.98,73.4,88,20,4.7,PG,1597445271
558,pouembout,-21.13,164.9,74.32,56,2,7.23,NC,1597445272
559,dinguiraye,11.3,-10.72,72.39,97,86,3.62,GN,1597445274
